New Folio No. and Face,Position in volume,Format,Language,Entry No.,Entry Part,Section - Type,Subject - Main,Subject - Additional,Printed,(Do not include),Document Notes,Editors' Notes,Condition - Conservation Survey
76 v - 76 v,,Parchment,Latin,966,,"archdeaconry, Nottingham",Confirmation,"of prior, letters testimonial for",,,,,Obscured text - gutters/folds
76 v - 76 v,,Parchment,Latin,967,,"archdeaconry, Nottingham",Institution,of vicar,,,,,Obscured text - gutters/folds
76 v - 76 v,,Parchment,Latin,968,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Obscured text - gutters/folds
76 v - 76 v,,Parchment,Latin,969,,"archdeaconry, Nottingham",Absolution,"for violence towards a priest, commission for",,,,,Obscured text - gutters/folds
76 v - 76 v,,Parchment,Latin,970,,"archdeaconry, Nottingham",Institution,of vicar,,,,,Obscured text - gutters/folds
76 v - 76 v,,Parchment,Latin,971,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Obscured text - gutters/folds
76 v - 76 v,,Parchment,Latin,972,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,Obscured text - gutters/folds
76 v - 76 v,,Parchment,Latin,973,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,Obscured text - gutters/folds
76 v - 76 v,,Parchment,Latin,974,,"archdeaconry, Nottingham",Exchange,"commission to expedite, to bishop of Coventry and Lichfield",,,,,Obscured text - gutters/folds
76 v - 76 v,,Parchment,Latin,975,,"archdeaconry, Nottingham",Institution,"of rector (following exchange), document of bishop of Coventry & Lichfield",,,,,Obscured text - gutters/folds
76 v - 76 v,,Parchment,Latin,976,,"archdeaconry, Nottingham",Exchange,"commission to expedite, to bishop of Lincoln",,,,,Obscured text - gutters/folds
77 r - 77 r,,Parchment,Latin,977,,"archdeaconry, Nottingham",Induction,of rector (following exchange),,,,,Obscured text - folds
77 r - 77 v,,Parchment,Latin,978,,"archdeaconry, Nottingham",Appropriation,of church to prior and convent,,,,,Obscured text - folds
77 v - 77 v,,Parchment,Latin,979,,"archdeaconry, Nottingham",Induction,of rector,,,,,Obscured text - folds
77 v - 77 v,,Parchment,Latin,980,,"archdeaconry, Nottingham",Institution,of rector,,,,,Obscured text - folds
77 v - 77 v,,Parchment,Latin,981,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,Obscured text - folds
77 v - 78r,,Parchment,Latin,982,,"archdeaconry, Nottingham",Ordinances/ordination,"of vicarage, and endowment",,,,,Obscured text - folds
78 r - 78 r,,Parchment,Latin,983,,"archdeaconry, Nottingham",Institution,of vicar (following exchange),,,,,Obscured text - folds
78 r - 78 r,,Parchment,Latin,984,,"archdeaconry, Nottingham",Exchange,,,,,,Obscured text - folds
78 r - 78 r,,Parchment,Latin,985,,"archdeaconry, Nottingham",Institution,of rector,,,,,Obscured text - folds
78 r - 78 r,,Parchment,Latin,986,,"archdeaconry, Nottingham",Institution,of vicar,,,,,Obscured text - folds
78 r - 78 r,,Parchment,Latin,987,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Obscured text - folds
78 r - 78 r,,Parchment,Latin,988,,"archdeaconry, Nottingham",Institution,of rector,,,,,Obscured text - folds
78 r - 78 r,,Parchment,Latin,989,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,990,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,991,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,992,,"archdeaconry, Nottingham",Institution,of rector (moiety),,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,993,,"archdeaconry, Nottingham",Induction,"of rector (moiety), mandate for",,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,994,,"archdeaconry, Nottingham",Approbation and confirmation,of prior,,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,995,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,996,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,997,,"archdeaconry, Nottingham",Induction,"of rector (moiety), mandate for",,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,998,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,999,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,1000,,"archdeaconry, Nottingham",Institution,of rector,,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,1001,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,1002,,"archdeaconry, Nottingham",Institution,of vicar,,,,,Obscured text - folds
78 v - 78 v,,Parchment,Latin,1003,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Obscured text - folds
79 r - 79 r,,Parchment,Latin,1004,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
79 r - 79 r,,Parchment,Latin,1005,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,
79 r - 79 r,,Parchment,Latin,1006,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
79 r - 79 r,,Parchment,Latin,1007,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
79 r - 79 r,,Parchment,Latin,1008,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
79 r - 79 r,,Parchment,Latin,1009,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,
79 r - 79 r,,Parchment,Latin,1010,,"archdeaconry, Nottingham",Institution,of rector,,,,,
79 r - 79 r,,Parchment,Latin,1011,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
79 r - 79 r,,Parchment,Latin,1012,,"archdeaconry, Nottingham",Absence,"licence for, for two years",,,,,
79 r - 79 r,,Parchment,Latin,1013,,"archdeaconry, Nottingham",Institution,of rector,,,,,
79 r - 79 r,,Parchment,Latin,1014,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
79 r - 79 r,,Parchment,Latin,1015,,"archdeaconry, Nottingham",Absence,"licence for, for one year, for orders higher than sub-deacon, under 'cum ex eo'",,,,,
79 r - 79 r,,Parchment,Latin,1016,,"archdeaconry, Nottingham",Institution,of rector,,,,,
79 r - 79 r,,Parchment,Latin,1017,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
79 r - 79 r,,Parchment,Latin,1018,,"archdeaconry, Nottingham",Institution,of rector,,,,,
79 r - 79 r,,Parchment,Latin,1019,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
79 r - 79 r,,Parchment,Latin,1020,,"archdeaconry, Nottingham",Sequestrator,appointment of,,,,,
79 v - 79 v,,Parchment,Latin,1021,,"archdeaconry, Nottingham",Election,"of prior, confirmation of",,,,,
79 v - 79 v,,Parchment,Latin,1022,,"archdeaconry, Nottingham",Erased entry?,,,,,,
79 v - 79 v,,Parchment,Latin,1023,,"archdeaconry, Nottingham",Obedience,of sub-prior and convent to prior,,,,,
79 v - 79 v,,Parchment,Latin,1024,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
79 v - 79 v,,Parchment,Latin,1025,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,
79 v - 79 v,,Parchment,Latin,1026,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
79 v - 79 v,,Parchment,Latin,1027,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
79 v - 79 v,,Parchment,Latin,1028,,"archdeaconry, Nottingham",Election,"of prior, confirmation of",,,,,
80 r - 80 r,,Parchment,Latin,1029,,"archdeaconry, Nottingham",Obedience,"of sub-prior and convent to prior, order for",,,,,
80 r - 80 r,,Parchment,Latin,1030,,"archdeaconry, Nottingham",Installation,"of prior, mandate for",,,,,
80 r - 80 r,,Parchment,Latin,1031,,"archdeaconry, Nottingham",Appropriation,"of church to religious house in Lichfield diocese, commission to discuss with chapter of York",,,,,
80 v - 80 v,,Parchment,Latin,1032,,"archdeaconry, Nottingham",Appropriation,of church,,,,,
80 v - 80 v,,Parchment,Latin,1033,,"archdeaconry, Nottingham",Collation,to hospital (St Mary Magadalene near Southwell),,,,,
80 v - 80 v,,Parchment,Latin,1034,,"archdeaconry, Nottingham",Induction,to hospital (St Mary Magadalene near Southwell),,,,,
81 r - 81 r,,Parchment,Latin,1035,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
81 r - 81 r,,Parchment,Latin,1036,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
81 r - 81 r,,Parchment,Latin,1037,,"archdeaconry, Nottingham",Induction,"of rector (moiety), mandate for",,,,,
81 r - 81 r,,Parchment,Latin,1038,,"archdeaconry, Nottingham",Induction,of rector,,,,,
81 r - 81 r,,Parchment,Latin,1039,,"archdeaconry, Nottingham",Institution,of rector,,,,,
81 r - 81 v,,Parchment,Latin,1040,,"archdeaconry, Nottingham",Proctor?,,,,,,
81 v - 81 v,,Parchment,Latin,1041,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
81 v - 81 v,,Parchment,Latin,1042,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,
81 v - 81 v,,Parchment,Latin,1043,,"archdeaconry, Nottingham",?,,,,,,
81 v - 81 v,,Parchment,Latin,1044,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
81 v - 81 v,,Parchment,Latin,1045,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
81 v - 81 v,,Parchment,Latin,1046,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
81 v - 81 v,,Parchment,Latin,1047,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,
81 v - 81 v,,Parchment,Latin,1048,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
81 v - 81 v,,Parchment,Latin,1049,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
81 v - 81 v,,Parchment,Latin,1050,,"archdeaconry, Nottingham",Institution,of rector,,,,,
81 v - 81 v,,Parchment,Latin,1051,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
82 r - 83 r,,Parchment,Latin,1052,,"archdeaconry, Nottingham",Ordinances/ordination,of chantry,,,,,
83 r - 83 r,,Parchment,Latin,1053,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
83 r - 83 r,,Parchment,Latin,1054,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
83 r - 83 r,,Parchment,Latin,1055,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
83 r - 83 r,,Parchment,Latin,1056,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
83 r - 83 r,,Parchment,Latin,1057,,"archdeaconry, Nottingham",Inventory,(of goods of intestate),"Testamenta, pp. 124-125",,,,
83 r - 83 r,,Parchment,Latin,1058,,"archdeaconry, Nottingham",Administration,"(of goods of intestate), commission for",,,,,
83 r - 83 v,,Parchment,Latin,1059,,"archdeaconry, Nottingham",Administration,act,,,,,
83 v - 83 v,,Parchment,Latin,1060,,"archdeaconry, Nottingham",Absence,licence for,,,,,
83 v - 83 v,,Parchment,Latin,1061,,"archdeaconry, Nottingham",Institution,of rector,,,,,
83 v - 83 v,,Parchment,Latin,1062,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
83 v - 83 v,,Parchment,Latin,1063,,"archdeaconry, Nottingham",Institution,of rector,,,,,
83 v - 83 v,,Parchment,Latin,1064,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
83 v - 83 v,,Parchment,Latin,1065,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
83 v - 83 v,,Parchment,Latin,1066,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,
83 v - 83 v,,Parchment,Latin,1067,,"archdeaconry, Nottingham",Institution,of rector,,,,,
83 v - 83 v,,Parchment,Latin,1068,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
83 v - 83 v,,Parchment,Latin,1069,,"archdeaconry, Nottingham",Institution,of rector,,,,,
83 v - 83 v,,Parchment,Latin,1070,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
83 v - 83 v,,Parchment,Latin,1071,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
83 v - 83 v,,Parchment,Latin,1072,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,
84 r - 84 r,,Parchment,Latin,1073,,"archdeaconry, Nottingham",Institution,of rector,,,,,
84 r - 84 r,,Parchment,Latin,1074,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
84 r - 84 r,,Parchment,Latin,1075,,"archdeaconry, Nottingham",Testament,,,Not found in Testamenta,,,
84 r - 84 r,,Parchment,Latin,1076,,"archdeaconry, Nottingham",Testament,,,Not found in Testamenta,,,
84 v - 84 v,,Parchment,Latin,1077,,"archdeaconry, Nottingham",Institution,of rector,,,,,Faint
84 v - 84 v,,Parchment,Latin,1078,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,Faint
84 v - 84 v,,Parchment,Latin,1079,,"archdeaconry, Nottingham",Institution,of rector,,,,,Faint
84 v - 84 v,,Parchment,Latin,1080,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,Faint
84 v - 84 v,,Parchment,Latin,1081,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Faint
84 v - 84 v,,Parchment,Latin,1082,,"archdeaconry, Nottingham",Institution,of rector (moiety),,,,,Faint
84 v - 84 v,,Parchment,Latin,1083,,"archdeaconry, Nottingham",Induction,"of rector (moiety), mandate for",,,,,Faint
84 v - 84 v,,Parchment,Latin,1084,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Faint
84 v - 84 v,,Parchment,Latin,1085,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,Faint
84 v - 84 v,,Parchment,Latin,1086,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,Faint
84 v - 84 v,,Parchment,Latin,1087,,"archdeaconry, Nottingham",Institution,of vicar,,,,,Faint
84 v - 84 v,,Parchment,Latin,1088,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Faint
84 v - 84 v,,Parchment,Latin,1089,,"archdeaconry, Nottingham",Institution,of vicar,,,,,Faint
84 v - 84 v,,Parchment,Latin,1090,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Faint
84 v - 84 v,,Parchment,Latin,1091,,"archdeaconry, Nottingham",Institution,of rector,,,,,Faint
84 v - 84 v,,Parchment,Latin,1092,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,Faint
85 r - 85 r,,Parchment,Latin,1093,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
85 r - 85 r,,Parchment,Latin,1094,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
85 r - 85 r,,Parchment,Latin,1095,,"archdeaconry, Nottingham",Advowson,granted to dean and chapter of York,,,,,
85 r - 85 v,,Parchment,Latin,1096,,"archdeaconry, Nottingham",Permission,"from king, for archbishop to grant advowson to dean and chapter of York",,,,,
86 r - 86 r,,Parchment,Latin,1097,,"archdeaconry, Richmond",Exchange,commission to expedite,,,,,
86 r - 86 r,,Parchment,Latin,1098,,"archdeaconry, Richmond",Study,"dispensation for absence, for three years, under 'cum ex eo'",,,,,
86 r - 86 r,,Parchment,Latin,1099,,"archdeaconry, Richmond",Ordinances/ordination,"for vicarage, commission to inquire into",,,,,
86 r - 86 r,,Parchment,Latin,1100,,"archdeaconry, Richmond",Absence,"licence for, for three years, for orders higher than subdeacon, under order 'cum ex eo'",,,,,
86 r - 86 r,,Parchment,Latin,1101,,"archdeaconry, Richmond",Exchange,commission to expedite,,,,,
86 r - 87 r,,Parchment,Latin,1102,,"archdeaconry, Richmond",Appropriation,"of church, with notarial subscription",,,,,
87 r - 87 r,,Parchment,Latin,1103,,"archdeaconry, Richmond",Appropriation,"of church, notarial subscription",,,,,
87 r - 87 v,,Parchment,Latin,1104,,"archdeaconry, Richmond",Ordinances/ordination,"for vicarage, with notarial subscription",,,,,
87 v - 87 v,,Parchment,Latin,1105,,"archdeaconry, Richmond",Ordinances/ordination,"for vicarage, notarial subscription",,,,,
87 v - 87 v,,Parchment,Latin,1106,,"archdeaconry, Richmond",Absence,"licence for, for three years, for orders higher than subdeacon, under order 'cum ex eo'",,,,,
87 v - 87 v,,Parchment,Latin,1107,,"archdeaconry, Richmond",Dispensation,"licence for, for five years, for higher orders [than deacon], under order 'cum ex eo'",,,,,
87 v - 87 v,,Parchment,Latin,1108,,"archdeaconry, Richmond",Absence,"licence for, for two years, for orders higher than subdeacon, under order 'cum ex eo'",,,,,
87 v - 87 v,,Parchment,Latin,1109,,"archdeaconry, Richmond",Benediction,"commission rel to, for abbot",,,,,
87 v - 87 v,,Parchment,Latin,1110,,"archdeaconry, Richmond",Absence,"licence for, not to attend synods at Michaelmas (29 September) and Easter next",,,,,
88 r - 88 r,,Parchment,Latin,1111,,"archdeaconry, Richmond",Taxation,"tenth, clerical, one, 1377, commission to collect",,,,,
88 r - 88 r,,Parchment,Latin,1112,,"archdeaconry, Richmond",Taxation,"tenth, clerical, one, 1377, commission to collect",,,,,
88 r - 88 r,,Parchment,Latin,1113,,"archdeaconry, Richmond",Obedience,of abbot to archbishop,,,,,
88 r - 88 r,,Parchment,Latin,1114,,"archdeaconry, Richmond",Absolution,for violence towards chaplain (castration),,,,,
88 r - 88 r,,Parchment,Latin,1115,,"archdeaconry, Richmond",Dispensation,"for three years, for study leave?, under order  'cum ex eo'",,,,,
88 r - 88 r,,Parchment,Latin,1116,,"archdeaconry, Richmond",Absence,for three years,,,,,
88 r - 88 r,,Parchment,Latin,1117,,"archdeaconry, Richmond",Masses,"licence to celebrate, for two years, in chapel",,,,,
88 r - 88 r,,Parchment,Latin,1118,,"archdeaconry, Richmond",Institution,of vicar,,,,,
88 r - 88 r,,Parchment,Latin,1119,,"archdeaconry, Richmond",Induction,"of vicar, mandate for",,,,,
88 r - 88 r,,Parchment,Latin,1120,,"archdeaconry, Richmond",Visitation,commission for,,,,,
88 r - 88 r,,Parchment,Latin,1121,,"archdeaconry, Richmond",Visitation,commission for,,,,,
88 v - 88 v,,Parchment,Latin,1122,,"archdeaconry, Richmond",Archbishop's official,appointment of,,,,,
88 v - 88 v,,Parchment,Latin,1123,,"archdeaconry, Richmond",Testament,,"Testamenta, pp. 95-97",,,,
88 v - 88 v,,Parchment,Latin,1124,,"archdeaconry, Richmond",Sequestration,commission for,,,,,
88 v - 88 v,,Parchment,Latin,1125,,"archdeaconry, Richmond",Dispensation,"[for leave?], under order 'cum ex eo'",,,,,
88 v - 88 v,,Parchment,Latin,1126,,"archdeaconry, Richmond",Admission,of archdeacon,,,,,
89 r - 89 r,,Parchment,Latin,1127,,"archdeaconry, Richmond",?,"of archdeacon, mandate for",,,,,
89 r - 89 r,,Parchment,Latin,1128,,"archdeaconry, Richmond",Obedience,of archdeacon to archbishop,,,,,
89 r - 89 r,,Parchment,Latin,1129,,"archdeaconry, Richmond",Collation,to prebend,,,,,
89 r - 89 r,,Parchment,Latin,1130,,"archdeaconry, Richmond",Admission ,of prebendary,,,,,
89 r - 89 r,,Parchment,Latin,1131,,"archdeaconry, Richmond",Subscription,to admission of prebendary,,,,,
89 r - 89 v,,Parchment,Latin,1132,,"archdeaconry, Richmond",Report,"of chapter of York, as to why they did not give admission to prebend",,,,,
89 v - 89 v,,Parchment,Latin,1133,,"archdeaconry, Richmond",Admission,of canon and prebendary,,,,,
89 v - 89 v,,Parchment,Latin,1134,,"archdeaconry, Richmond",Induction,"of canon and prebendary, mandate for",,,,,
90 r - 90 r,,Parchment,Latin,1135,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of vicar, mandate for",,,,,
90 r - 90 r,,Parchment,Latin,1136,,"Howdenshire, Allertonshire, Hexham, Snaith",Absence,"licence for, for three years",,,,,
90 r - 90 r,,Parchment,Latin,1137,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of rector,,,,,
90 r - 90 r,,Parchment,Latin,1138,,"Howdenshire, Allertonshire, Hexham, Snaith",Dispensation,"for study leave, for three years, at a studium generale in England, for orders higher than sub-deacon, under order 'cum ex eo'",,,,,
90 r - 90 r,,Parchment,Latin,1139,,"Howdenshire, Allertonshire, Hexham, Snaith",Letters dimissory,for all holy orders and all minor orders not yet obtained,,,,,
90 r - 90 r,,Parchment,Latin,1140,,"Howdenshire, Allertonshire, Hexham, Snaith",Collation,to chantry,,,,,
90 r - 90 r,,Parchment,Latin,1141,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of chantry priest, mandate for",,,,,
90 r - 90 r,,Parchment,Latin,1142,,"Howdenshire, Allertonshire, Hexham, Snaith",Visitation,"of collegiate church, mandate for",,,,,
90 r - 90 v,,Parchment,Latin,1143,,"Howdenshire, Allertonshire, Hexham, Snaith",Visitation,"of collegiate church, mandate for",,,,,
90 v - 90 v,,Parchment,Latin,1144,,"Howdenshire, Allertonshire, Hexham, Snaith",Visitation,"of spiritualities, warning of",,,,,
90 v - 90 v,,Parchment,Latin,1145,,"Howdenshire, Allertonshire, Hexham, Snaith",Resignation,of master of hospital,,,,,
90 v - 90 v,,Parchment,Latin,1146,,"Howdenshire, Allertonshire, Hexham, Snaith",Visitation,results of?,,,,,
90 v - 90 v,,Parchment,Latin,1147,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of rector,,,,,
90 v - 90 v,,Parchment,Latin,1148,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of rector, mandate for",,,,,
91 r - 91 r,,Parchment,Latin,1149,,"Howdenshire, Allertonshire, Hexham, Snaith",Inhibition,rel to visitation of hospital?,,,,,
91 r - 91 r,,Parchment,Latin,1150,,"Howdenshire, Allertonshire, Hexham, Snaith",Collation,to chantry,,,,,
91 r - 91 r,,Parchment,Latin,1151,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of chantry chaplain, mandate for",,,,,
91 r - 91 r,,Parchment,Latin,1152,,"Howdenshire, Allertonshire, Hexham, Snaith",Collation,to chantry,,,,,
91 r - 91 r,,Parchment,Latin,1153,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of chantry chaplain, mandate for",,,,,
91 r - 91 r,,Parchment,Latin,1154,,"Howdenshire, Allertonshire, Hexham, Snaith",Collation,to chantry,,,,,
91 r - 91 r,,Parchment,Latin,1155,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of chantry chaplain, mandate for",,,,,
91 r - 91 r,,Parchment,Latin,1156,,"Howdenshire, Allertonshire, Hexham, Snaith",Exchange,commission for,,,,,
91 r - 91 r,,Parchment,Latin,1157,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of vicar, mandate for",,,,,
91 r - 91 r,,Parchment,Latin,1158,,"Howdenshire, Allertonshire, Hexham, Snaith",Study,"licence for absence, for two years, under order 'cum ex eo'",,,,,
91 v - 91 v,,Parchment,Latin,1159,,"Howdenshire, Allertonshire, Hexham, Snaith",Hospital,order rel to,,,,,
91 v - 91 v,,Parchment,Latin,1160,,"Howdenshire, Allertonshire, Hexham, Snaith",Justices," appointment of, to enquire in archbishop's liberty",,,,,
91 v - 91 v,,Parchment,Latin,1161,,"Howdenshire, Allertonshire, Hexham, Snaith",Intimation,"to justices, of matters about which to enquire",,,,,
91 v - 92 r,,Parchment,Latin,1162,,"Howdenshire, Allertonshire, Hexham, Snaith",Commission,to justices of the peace???,,,,,
92 r - 92 r,,Parchment,Latin,1163,,"Howdenshire, Allertonshire, Hexham, Snaith",Justices,appointment of,,,,,
92 r - 92 r,,Parchment,Latin,1164,,"Howdenshire, Allertonshire, Hexham, Snaith",Commission,to oversee lordship,,,,,
92 r - 92 r,,Parchment,Latin,1165,,"Howdenshire, Allertonshire, Hexham, Snaith",Justices of assize,appointment of,,,,,
92 r - 92 r,,Parchment,Latin,1166,,"Howdenshire, Allertonshire, Hexham, Snaith",Commission,for gaol delivery,,,,,
92 r - 92 v,,Parchment,Latin,1167,,"Howdenshire, Allertonshire, Hexham, Snaith",Stipends,"of vicars and deacons, warning to canons to pay, etc",,,,,
92 v - 92 v,,Parchment,Latin,1168,,"Howdenshire, Allertonshire, Hexham, Snaith",Commission,to discuss with chapter rel to church,,,,,
92 v - 92 v,,Parchment,Latin,1169,,"Howdenshire, Allertonshire, Hexham, Snaith",Collation,to chantry,,,,,
92 v - 92 v,,Parchment,Latin,1170,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of chantry chaplain, mandate for",,,,,
92 v - 92 v,,Parchment,Latin,1171,,"Howdenshire, Allertonshire, Hexham, Snaith",Masses,"private, licence to celebrate, for one year, for the living and for the dead",,,,,
93 r - 93 r,,Parchment,Latin,1172,,"Howdenshire, Allertonshire, Hexham, Snaith",Oblation,"of one candle of three pounds of wax, to be made on behalf of bishop of Durham, following arbitration in dispute with archbishop of York over",,,,,
93 r - 93 r,,Parchment,Latin,1173,,"Howdenshire, Allertonshire, Hexham, Snaith",Exchange,between rector of London diocese and vicar of York diocese,,,,,
93 r - 93 r,,Parchment,Latin,1174,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of vicar, mandate for",,,,,
93 r - 93 r,,Parchment,Latin,1175,,"Howdenshire, Allertonshire, Hexham, Snaith",Visitation,of hospital,,,,,
93 r - 93 v,,Parchment,Latin,1176,,"Howdenshire, Allertonshire, Hexham, Snaith",Visitation,"of hospital, decree rel to",,,,,
93 r - 93 v,,Parchment,Latin,1177,,"Howdenshire, Allertonshire, Hexham, Snaith",Visitation,"of hospital, decree rel to, notarial attestation",,,notarial mark,,
93 v - 93 v,,Parchment,Latin,1178,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of vicar,,,,,
93 v - 93 v,,Parchment,Latin,1179,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of vicar, mandate for",,,,,
93 v - 93 v,,Parchment,Latin,1180,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of vicar,,,,,
93 v - 93 v,,Parchment,Latin,1181,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of vicar, mandate for",,,,,
93 v - 93 v,,Parchment,Latin,1182,,"Howdenshire, Allertonshire, Hexham, Snaith",Collation,to hospital,,,,,
93 v - 93 v,,Parchment,Latin,1183,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of Master of Hospital, mandate for",,,,,
93 v - 93 v,,Parchment,Latin,1184,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of chantry chaplain,,,,,
93 v - 93 v,,Parchment,Latin,1185,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of chantry chaplain, mandate for",,,,,
93 v - 93 v,,Parchment,Latin,1186,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of vicar,,,,,
93 v - 93 v,,Parchment,Latin,1187,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of vicar, mandate for",,,,,
93 v - 93 v,,Parchment,Latin,1188,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,of canon and prebendary,,,,,
94 r - 94 r,,Parchment,Latin,1189,,"Howdenshire, Allertonshire, Hexham, Snaith",Exchange,certification of,,,,,
94 r - 94 r,,Parchment,Latin,1190,,"Howdenshire, Allertonshire, Hexham, Snaith",Exchange,ratification of,,,,,
