New Folio No. ,Entry No.,Entry Part,Person - Title,Person - First name,Person - Last Name - Prefix,Person - Last Name - as written,Person -  Qualification,Person - further description,Person - place of residence - as written,Role - role in entry,Role - associated place - as written,Role - associated place - type,Occupation 1  - employment,Status 1  - office,Status 1 - associated place - as written,Status 1 - associated place - standard,Status 1 - associated place - type,Status 2 - office,Status 2 - associated place - as written,Status 2 - associated place - type,Status 3 - office,Status 3 - Place - as written,Status 3 - Place - Type,Status 4,Status 4 - place - as written,Status 4 - place - type,Status 5,Status 5 - place - as written,Status 5 - place - type,Status 6,Status 6 - place - as written,Status 6 - place - type
105 v - 105 v,1330,,,Richard,,Gamell,,,,legatee,,,testator's servant,,,,,,,,,,,,,,,,,,,
105 v - 105 v,1330,,,Adam,son of,Thomas [?],,,,legatee,,,,,,,,,,,,,,,,,,,,,,
105 v - 105 v,1330,,,Richard,son of,Robert Co[ ],,,,legatee,,,,,,,,,,,,,,,,,,,,,,
105 v - 105 v,1330,,,Thomas,,[ ],,,,legatee,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Robert,de,Swylyngton,,junior,,testator,,,knight,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Christian/Christina,,,,testator's late wife,,mentioned,,,,,,,,executrix,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Alice,,,,testator's wife,,mentioned,,,,residiary beneficiary,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,,,,,,,legatees,,,,friars preachers,Pontiffract',,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,William,de,Swilyngton',,testator's brother,,legatee,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Bayerd,de,Bekwith,,testator's horse,,legacy,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Bartram,,,,testator's horse,,legacy,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Joan,,,,testator's daughter,,legatee,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Robert,,Chamberleyn,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Janyn,de,coquina,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Richard,de,stabulo,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Robert,de,Bilton,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Joan,,,,testator's daughter,,residiary beneficiary,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,Isabell,,,,testator's daughter,,residiary beneficiary,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,Sir,Robert,de,Swillyngton',,testator's uncle,,executor,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1331,,,William,de,Swillyngton',,testator's brother,,executor,,,,,,,,,,,,,,,,,,,,,,
106 r - 106 r,1332,,,Urban,,,,,,sender,,,bishop,pope,,,,,,,,,,,,,,,,,,
106 r - 106 r,1332,,,Robert,de,Derling',,,,addressee,,,,bishop elect,Dunkelden',,diocese,,,,,,,,,,,,,,,
106 r - 106 r,1332,,,John,,,,,,former bishop,,,,bishop,Dunkelden',,diocese,,,,,,,,,,,,,,,
106 r - 106 r,1333,,,Peter,,,,,,sender,,,,bishop,Evionen' al civitatis nove,,diocese,,,,,,,,,,,,,,,
106 r - 106 r,1333,,,Thomas,,,,,,mentioned,,,,cardinal priest,sancte prisce,,titular church,,,,,,,,,,,,,,,
106 r - 106 r,1333,,,[Robert],[de],[Derling'],,,,recipient,,,,,,,,,,,,,,,,,,,,,,
106 v - 106 v,1334,,,John,de,Villaribus,,,,witness,,,,,,,,,,,,,,,,,,,,,,
106 v - 106 v,1334,,,John,,,,,,witness,,,clerk,clerk,Constantien' et Ambianen',,diocese,,,,,,,,,,,,,,,
106 v - 106 v,1334,,,Guillermus,,Stephani,,,,subscriber,,,notary public,clerk,Massilion',,diocese,,,,,,,,,,,,,,,
106 v - 106 v,1335,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
106 v - 106 v,1335,,,,,,,,,addressee,,,,Official,Ebor',,archdiocese,"keeper, rights and privileges, friars minor",,,,,,,,,,,,,,
106 v - 106 v,1336,,,Alexander,,,,,,sender,,,,archbishop,,,,"keeper, rights and privileges, friars minor",,,,,,,,,,,,,,
106 v - 106 v,1336,,,,,,,,,sender,,,,bishop,Londonien',,diocese,"keeper, rights and privileges, friars minor",,,,,,,,,,,,,,
106 v - 106 v,1336,,,,,,,,,sender,,,,bishop,Winton',,diocese,,,,,,,,,,,,,,,
106 v - 106 v,1336,,,,,,,,,addressee,,,,archdeacon's official,Lincolnie,,,,,,,,,,,,,,,,,
106 v - 106 v,1336,,,,,,,,,addressee,,,,dean of christianity,Lincolnie,,,,,,,,,,,,,,,,,
106 v - 106 v,1336,,Sir,John,,Denys,,,,addressee,,,,priest,Lincoln',,,,,,,,,,,,,,,,,
106 v - 106 v,1336,,,,,,,,,complainant,,,,warden,Lincoln',,friars minor,,,,,,,,,,,,,,,
106 v - 106 v,1336,,,,,,,,,complainants,,,,brothers,Lincoln',,friars minor,,,,,,,,,,,,,,,
106 v - 106 v,1336,,,Thomas,de,Watlyngton',,,,wrongdoer,,,,woolpacker,de Lincolnia,,,,,,,,,,,,,,,,,
106 v - 106 v,1337,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
106 v - 106 v,1337,,,Thomas,de,Hamesthwayt,,,,addressee,,,scholar,,,,,,,,,,,,,,,,,,,
106 v - 106 v,1338,,,Edmund,,Gramary,,,,grantor,,,esquire,,,,,,,,,,,,,,,,,,,
107 r - 107 r,1339,,,Urban VI,,,,,,sender,,,,pope,,,,,,,,,,,,,,,,,,
107 r - 107 r,1339,,,,,,,,,addressee,,,,archbishop,Cantuarien',,archdiocese,,,,,,,,,,,,,,,
107 r - 107 r,1339,,,,,,,,,addressee,,,,bishop,Lincolnien',,diocese,,,,,,,,,,,,,,,
107 r - 107 r,1339,,,Richard II,,,,,,sender,,,,king,Angl',,,,,,,,,,,,,,,,,
107 r - 107 r,1339,,,Urban VI,,,,,,addressee,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1340,,,John,,,,,,sender,,,,bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
107 v - 107 v,1340,,,Alexander,,,,,,addressee,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
107 v - 107 v,1340,,,Alexander,,,,,,sender,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
107 v - 107 v,1340,,,John,,,,,,addressee,,,,bishop,Dunelm',,diocese,prebendary,,,,,,,,,,,,,,
107 v - 107 v,1340,,Master,Robert,,Manfeld,,,,exchanger,,,,canon,Aukland,,collegiate church,prebendary,Eldon,prebend,,,,,,,,,,,,
107 v - 107 v,1340,,Sir,John,,Bouryng',,,,exchanger,,,,canon,beati Wilfridi Rypon',,collegiate church,,Nunwyk,prebend,,,,,,,,,,,,
107 v - 107 v,1341,,,John,,Mounceux,,,de Bernston',testator,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1341,,,Joan,,[Mounceux],,testator's wife,,residiary beneficiary,,,,executrix,,,,,,,,,,,,,,,,,,
107 v - 107 v,1341,,,,,,,testator's children,,residiary beneficiaries,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1341,,Sir,Robert,,Fangfose,,,,executor,,,,rector,Barnston',,church,,,,,,,,,,,,,,,
107 v - 107 v,1341,,,John,,Bourge,,,de Leset,executor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,John,de,Botheby,,,,testator,,,,parson,"Baynton', Ebor' dioc'",,church,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,John,de,Botheby,,testator's nephew,,executor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,Roger,de,Roppeslay,,,,legatee,,,,father of legatee,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,William,,Cok,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,Adam,,Breust',,,,legatee,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,Walter,de,Etherdwyk,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,William,[de],[Roppeslay],,son of legatee,,legatee,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,John,de,Bothby,,,de Rihill?,executor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,William,de,Bothby,,testator's brother,de Fitlyng',executor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,Thomas,de,Nuttle,,,,executor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,John,de,Brakynholm',,,,executor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,Gerard,de,Rednes',,,,executor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,William,de,Lyndle,,,,executor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,John,del,More,,,,witness,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,Thomas,,Everard,,,,witness,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,John,de,Irton',,,,witness,,,chaplain,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,Richard,,Vavasour,,,,witness,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,Roger,de,Roppeslay,,,,witness,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,William,,Cok,,,,witness,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1342,,,William,,Adam,,,,witness,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1343,,,John,de,Weltoun,,,,testator,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1343,,,,,,,,,legatees,,,,"friars, Augustinian",Tykhyll,,,,,,,,,,,,,,,,,
107 v - 107 v,1343,,,Gilbert,,,,,,mentioned,,,,"bishop, former",Karl',,diocese,,,,,,,,,,,,,,,
107 v - 107 v,1343,,,Margery,,,,testator's wife,,executrix,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1343,,Sir,Thomas,de,Senthorp',,,,executor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1343,,,Thomas,,Durant,,,,supervisor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1343,,,John,,Corbrigge,,,,supervisor,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1344,,,[John],[de],[Weltoun],,,,testator,Bukynghame,archdeaconry,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1344,,Sir,Denis,,,,,,"commissary, archdeacon",,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1345,,,Cosimo,,Gentil,,,de Sulmon',issuer,,,,papal nuncio and collector,in Anglia,,,,,,,,,,,,,,,,,
107 v - 107 v,1345,,,Alexander,,,,,,taxpayer,,,,archbishop,,,,,,,,,,,,,,,,,,
107 v - 107 v,1346,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
107 v - 107 v,1346,,Sir,John,,Seel,,,,addressee,,,,priest,Topcliff,,,,new rector,Southdigton',parish church,,,,,,,,,,,
107 v - 107 v,1346,,Sir,Robert,de,Roos,,,,patron,,,,knight,Ingmanthorp,,,,,,,,,,,,,,,,,
107 v - 107 v,1346,,Sir,William,de,Langtoft,,,,former rector,,,,,,,,,,,,,,,,,,,,,,
107 v - 107 v,1347,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
107 v - 107 v,1347,,,,,,,,,addressee,,,,archdeacon,Ebor',,diocese,,official,,,,,,,,,,,,,
107 v - 107 v,1347,,Sir,John,,Seel,,,,addressee,,,,priest,Topcliff,,,,,,,,,,,,,,,,,
108 r - 108 r,1348,,Sir,W,,Amysell,,,,licensee,,,chaplain,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1348,,,Robert,de,Caldewell,,,of Newerk,chapel owner,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1349,,,John,,Amyas,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1350,,,Mathew,de,Wolsthorp,,,,recipient of letters dimissory,infra dioc' Ebor',oratories,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1351,,,Edward,,Moubray,,,,licensee,Merston',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1352,,,Thomas,,Towhite,,,of Merston',licensee,Ebor',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1353,,,John,de,Nesfeld,,,,licensee,Estriding' archdeaconry,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1354,,,Peter,,Hilliard,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1355,,,,,,,,,licensee,Ebor' dioc,oratories,,vicar,Scalby,,vicarage,,,,,,,,,,,,,,,
108 r - 108 r,1356,,Sir,William,de,Skargill,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1357,,Sir,William,de,Mirfeld,,,,licensee on behalf of owner of oratory,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1357,,,Katherina,,Sheffelde,,,,licensee,Colvyll,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1358,,Sir,William,,Colvyll,,,,licensee,Beverl,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1359,,,[William?/name erased],,Frost,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1359,,,William,,Frost,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1359,,,Walter,,Frost,,,,promoter,Hull,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1360,,,Elena,,Bix,,,de Hull,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1360,,,William,,Frost,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1360,,,Walter,,Frost,,,,promoter,Crauncewik,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1361,,,William,,Crauncewik,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1361,,,William,,Frost,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1361,,,Walter,,Frost,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1362,,,William,,Clarell,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1363,,,John,,Bratton,,,,recipient of monition,Ripon',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1364,,,John,,Taverner,,,de Ripon,licensee,Fosham,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1365,,,Thomas,,Disney,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1366,,,John,de,Flaxfelde,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1366,,,John,,Levet,,,de Houeden',promoter,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1367,,,Thomas,de,Beverlaco,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1367,,Sir,Thomas,de,Metham,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1368,,Sir,Thomas,de,Metham,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1369,,Sir,William,,Mirfelde,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1370,,Dame,Joan,,Fawconberg',,,,licensee,Hull,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1371,,,Walter,,Frost,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1372,,,John,atte,Wodhall ,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1372,,,,,,,,,promoter,,,,Mayor,Ebor',,city,,,,,,,,,,,,,,,
108 r - 108 r,1373,,Sir,William,de,Aton',,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1374,,,Thomas,,Mawley,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1375,,,Robert,de,Morton',,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1376,,,John,,Gayteforde,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1376,,,Robert,,Morton,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1377,,Sir,Adam,de,Everyngham,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1378,,Sir,John,,Boshom,,,,licensee,,,knight,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1379,,Sir,Simon,de,Lock,,,,licensee,Sadby,oratory in his house,knight,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1380,,,John,de,Dent,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1380,,,R,de,Scrop,,,,promoter,Wiston',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1381,,Dame,Joan,,Furnevale,,,,licensee,Lann',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1382,,,John,de,Lannon,,,,licensee,Thorp sub Rothewell,oratory within his manor of,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1383,,Sir,William,de,Skargill,,,,licensee,Crauncewik,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1384,,,William,de,Crauncewik,,,,licensee,Hull,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1385,,,Elena,,Box,,,de Hull,licensee,Beverlac',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1386,,,Elena,,Frost,,,,licensee,Brandisburton',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1387,,Sir,John,de,Sancto Quintino,,,,licensee,Bolthorp,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1388,,,Edmund,,Macham,,,,licensee,Wodhall,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1389,,,John,,Wodhall,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1389,,,,,,,,,promoter,Aldeward,oratory,,Mayor,Ebor',,city,,,,,,,,,,,,,,,
108 r - 108 r,1390,,,William,,Clarell,,,,licensee,Everton',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1391,,,Elias,de,Thoresby,,,,licensee,Stanfordbrig',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1392,,Master,William,de,Scoreby,,,de Stanfordbrig,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1392,,,William,,Cook,,,de Kexby,promoter,Hull',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1393,,,John,,Cowherd,,,de Hull',licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1393,,,W,,Frost,,,,promoter,Ripon',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1394,,,John,,Taverner,,,de Ripon',licensee,Beverlaco,oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1395,,,Thomas,de,Beverlaco,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1395,,,T,,Metham,,,,promoter,Hull',oratory,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1396,,,Hugh,de,Hanby,,,apud Hull',licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1396,,,Hugh,de,Hanby,,,apud Hull',promoter,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1397,,,Nicholas,de,Tronbrig',,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1398,,,John,,Stanhop',,,apud Rampton',licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1398,,,John,,Stanhop',,,apud Rampton',promoter,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1399,,,Thomas,,Dysny,,,apud Foshay,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1399,,,,,,,,,promoter,,,,Offic',,,,,,,,,,,,,,,,,,
108 r - 108 r,1400,,,Peter,,Grymesby,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 r - 108 r,1400,,,,,,,,,promoter,,,,Offic',,,,,,,,,,,,,,,,,,
108 v - 108 v,1401,,Sir,John,de,Botheby,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1401,,Sir,John,de,Botheby,,,,promoter,Ebor',,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1402,,,Radulpho,de,Ripon',,,,licensee,Ebor',,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1402,,,William,,Conyngisholme,,,,licensee,Inskippe,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1403,,Sir,William,de,Kighlay,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1403,,,,,,,,,promoter,Hornby,oratory of his castle,,Offic',,,,,,,,,,,,,,,,,,
108 v - 108 v,1404,,Sir,Robert,,Nevill,,,,licensee,,,knight,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1404,,,,,,,,,promoter,,,,Offic',,,,,,,,,,,,,,,,,,
108 v - 108 v,1405,,,Richard,,Radclif,,,apud Wymerlegh,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1405,,,Edmund,,Merstawe,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1406,,,Thomas,,Riggemayden,,,apud Wodacr',licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1406,,,Edmund,,Merstawe,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1407,,Sir,John,,Brignayl,,,apud Ebor',licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1407,,,J,,Clune,,,,promoter,Swillington',oratory,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1408,,Sir,Robert,,Robert de Swillington',,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1408,,Sir,Robert,,Robert de Swillington',,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1409,,Sir,Brian,de,Stapilton',,,apud Helagh,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1409,,Sir,Brian,de,Stapilton',,,apud Helagh,promoter,Kayvill,oratory,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1410,,Sir,Thomas,,Bosvyll,,,,licensee,,,knight,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1410,,Sir,Thomas,,Bosvyll,,,,promoter,,,knight,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1411,,,Edmund,de,Merstowe,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1411,,,Edmund,de,Merstowe,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1412,,,John,,Percy,,,apud Levynton',licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1412,,,John,,Percy,,,apud Levynton',promoter,Pikton',oratory,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1413,,,John,,Gower,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1414,,Sir,William,,Percehay,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1415,,Sir,Lyonel,,Bautry,,,,licensee,,,knight,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1415,,Sir,Lyonel,,Bautry,,,,promoter,,,knight,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1416,,,Thomas,,Dantry,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1416,,Sir,Lyonel,,Bautry,,,,promoter,,,knight,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1417,,,John,,Salmon,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1417,,,Robert,,Morton',,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1418,,,John,de,Aske,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1418,,,John,de,Aske,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1419,,,John,de,Kirkby,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1419,,,John,de,Kirkby,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1420,,,Thomas,de,Saltmersk',,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1420,,,Thomas,de,Saltmersk',,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1421,,Sir,Gerard,de,Usflete,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1421,,Sir,Gerard,de,Usflete,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1422,,,Robert,,Paslewe,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1422,,,Robert,,Paslewe,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1423,,,Thomas,de,Thwayt,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1423,,Sir,Richard,de,Thornton',,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1424,,,Robert,de,Rokley,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1424,,,John,,Elys,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1425,,Sir,John,,Savyll',,,,licensee,,,knight,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1425,,,,,,,,,promoter,,,,Offic',,,,,,,,,,,,,,,,,,
108 v - 108 v,1426,,,Simon,de,Marton',,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1426,,,,,,,,,promoter,,,,Offic',,,,,,,,,,,,,,,,,,
108 v - 108 v,1427,,,Robert,de,Haldanby,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1427,,,,,,,,,promoter,,,,sheriff,Newerk,,,,,,,,,,,,,,,,,
108 v - 108 v,1428,,Sir,Thomas,,Ughtrede,,,,licensee,,,knight,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1428,,Sir,Thomas,,Ughtrede,,,,promoter,,,knight,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1429,,Sir,Richard,de,Huwke,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1429,,Sir,Richard,de,Huwke,,,,promoter?,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1430,,,John,de,Sadington',,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1430,,,John,de,Sadington',,,,promoter?,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1431,,Sir,Simon,de,Heslarton',,,apud Ake,licensee,Brigham,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1432,,,Elizabeth,de,Brigham,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1432,,,Robert,de,Dautry/Dantry,,,,promoter,Frismersk,two oratories,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1433,,,Elizabeth,de,Brigham,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1433,,Sir,T,de,Sancto Martino,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1434,,,Nicholas,,Brokholes,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
